timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,bytes,sentBytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
07/09/2023 14:51:37,27,cisSession,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-4,true,660,508,10,10,27,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:37,31,AddItemToBasket,400,Bad Request,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-10,false,159,765,10,10,31,1,1,jmeter-injector-07,0,0
07/09/2023 14:51:38,58,cis,201,Created,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-5,true,565,258,10,10,58,1,0,jmeter-injector-07,0,36
07/09/2023 14:51:38,31,cisSession,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-10,true,660,478,10,10,31,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,372,GetBasket,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-7,true,77366,669,10,10,330,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,43,Count,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-4,true,108,704,10,10,43,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,36,AddItemToBasket,202,Accepted,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-2,true,242,765,10,10,36,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,25,cisSession,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-3,true,660,508,10,10,25,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,29,Count,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-6,true,108,704,10,10,29,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,74,Count,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-1,true,108,704,10,10,74,1,0,jmeter-injector-07,0,45
07/09/2023 14:51:38,22,cis,201,Created,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-8,true,565,258,10,10,22,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,23,Count,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-10,true,108,704,10,10,23,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:39,28,cisSession,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-2,true,660,478,10,10,28,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:39,40,AddItemToBasket,202,Accepted,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-4,true,242,765,10,10,40,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:39,21,Count,200,OK,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-8,true,108,620,10,10,21,1,0,jmeter-injector-07,0,0
07/09/2023 14:51:38,1268,Localise,202,Accepted,10.187.48.7:1235-jmeter-injector-07_BasketV01 1-9,true,7397,782,10,10,1268,1,0,jmeter-injector-07,0,0
